대책: 가해자,,,,대책: 피해자,,,,배경: 체육,,,,배경: 국제,,,,대책: 가해자,,,,배경: 국제,,,,시위,,,,"배경: 사회 및 종교, 시민단체",,,,배경: 국제,,,,사실관계: 검찰 수사 및 기소,,,,미분류: 정부 발표,,,,배경: 정치,,,,배경: 문화예술,,,,연인간 폭력: 강력범죄,,,,미분류: 방송 인터뷰,,,,배경: 군대,,,,피해자 비난: 무고 및 사실공방,,,,가해자 스테레오타입: 음주,,,,배경: 회사 및 직장,,,,가해자 스테레오타입: 정신병,,,,배경: 디지털 성폭력,,,,미분류: 경제 및 기업,,,,사실관계: 경찰 조사,,,,배경: 고위 공무원,,,,배경: 국제,,,,배경: 고위 공무원,,,,사실관계: 경찰 과학수사,,,,묘사: 구체적 살해 방식 및 재현,,,,대책: 가해자,,,,상습적 성폭행: 친족 대상,,,,배경: 병원과 의사,,,,배경: 고위 공무원,,,,미분류: 스포츠 관련,,,,"배경: 연예, 방송",,,,대책: 피해자,,,,묘사: 성추행 방식,,,,배경: 정치,,,,"배경: 시민, 사회 운동단체 및 종교",,,,배경: 콜센터 및 감정노동,,,,배경: 국제,,,,연인간 폭력: 데이트 폭력,,,,배경: 학교,,,,사실관계: 법원 판결,,,,미분류: 공무원 직함 및 지역 이름,,,,사실관계: 대법원 상급심 판결,,,,배경: 고위 공무원,,,,배경: 경찰 및 군인,,,,배경: 택시 및 대리운전,,,,대책: 피해자,,,,배경: 직장,,,,내러티브: 미성년 여성,,,,미분류: 북한인권 및 남북관계,,,,배경: 문화예술,,,,배경: 정치,,,,대책: 피해자,,,,미분류: 뉴스에서의 소식 전달 문단,,,,배경: 학교,,,,배경: 국제,,,,배경: 학계,,,,사실관계: 법 개선,,,,묘사: 가택침입 및 강도,,,,배경: 국제,,,,배경: 학교,,,,사실관계: 범죄통계,,,,대책: 가해자,,,,미분류: 지역 정보,,,,사실관계: 법정형 구형 및 구속영장 발부,,,,"배경: 문화예술, 체육",,,,대책: 가해자,,,,대책: 피해자,,,,배경: 직장,,,,미분류: 가상의 창작물,,,,내러티브: 미성년 피해 여성의 주변인,,,,배경: 국제,,,,묘사: 사망 및 자살,,,,대책: 가해자,,,,배경: 정치,,,,사실관계: 범인 추격,,,,배경: 방송연예,,,,내러티브: 피해자의 자기고백,,,,미분류: 미투 운동 일반,,,,배경: 국제,,,,미분류: 낙태 및 출산,,,,상습적 성폭행: 미성년 및 장애 여성,,,,미분류: 영화 소개,,,,"배경: 대학, 대학원",,,,사실관계: 혐의 및 경찰 입건,,,,대책: 피해자,,,,"미분류: 언론 기사 코너 이름, 공유 탭",,,,미분류: 도서 소개 및 학술적 칼럼 ,,,,배경: 국제,,,,배경: 국제,,,,배경: 국제,,,,배경: 정치,,,,미분류: 동사 집합,,,
인터넷의 가해자 처벌 여론과 청원,,,,성범죄 생존자를 위한 정부 차원의 지원 사업들 나열,,,,야구 선수들의 성범죄 + 약물 및 마약,,,,"주한, 주일미군 및 일본 정치인",,,,가해자의 성욕 억제를 위한 화학적 거세,,,,유엔 소속 PKO 군인들의 성범죄,,,,성범죄 관련 집회,,,,개신교 및 카톨릭의 성범죄,,,,줄리언 어산지의 강간 혐의,,,,검찰에서의 혐의 수사 및 기소 결과,,,,성범죄와 함께 언급된 사회 현안들,,,,안희정 충남지사에 대한 미투 고발.,,,,연극계에서 있었던 미투 고발,,,,연인 관계의 여성에 대한 범죄,,,,인터뷰에서 등장하는 구어체 표현들,,,,군 부대에서의 성범죄,,,,"유명인들의 성범죄 논란과 무고, 사과 및 맞고소",,,,음주 상태에서의 성범죄,,,,직장에서의 성범죄,,,,성범죄와 관련된 가해자의 정신병 및 성향,,,,몰카 및 음란 동영상,,,,"소식 기사에 함께 묶인 기업, 금융 기사",,,,경찰에서의 조사와 피의자 진술,,,,외교관 및 검사들의 성범죄 및 미투 폭로 조사,,,,한국인의 해외여행 및 외국인 여행객들,,,,검사들이 저지른 성범죄 사건,,,,,,,,살해 과정과 방법에 대한 구체적 묘사,,,,가해자에 대한 신상공개,,,,직계 가족이나 친족 대상의 지속적 성범죄,,,,"병원에서 있었던 의사간, 혹은 의사의 성범죄",,,,고위 공무원의 성범죄에 대한 징계,,,,성범죄와 큰 관련 없는 스포츠 기사,,,,"연예, 방송계에서의 성범죄 및 관련 묘사 논란",,,,여성 및 피해자에 대한 성적 대상화 및 묘사에 대한 논란 및 지적,,,,성추행 과정에 대한 신체 부위와 접촉 묘사,,,,,,,,민주노총의 성폭행 문제 관련,,,,민원과 상담 과정에서의 성폭력,,,,무슬림 및 이슬람 국가 국민들,,,,,,,,교사가 저지른 성범죄,,,,,,,,,,,,,,,,윤창중 대변인,,,,경찰 조직 내부에서의 성범죄,,,,,,,,여성에 대한 인식과 성역할 문제 지적,,,,"직장에서의 성범죄와 고용 문제, 불안정 노동",,,,미성년 여성에 대한 성범죄 구체적으로 서술,,,,,,,,문단에서의 미투 폭로,,,,장관 및 고위 공직 후보자 임명 과정에서의 시비,,,,성교육과 피해자를 위한 호신술 등,,,,,,,,학교에서의 학폭과 연관된 성범죄,,,,미국에서의 성범죄,,,,대학과 대학원,,,,성범죄 관련 법제도 변화 전달,,,,가택침입 과정 묘사와 구체적 범죄자 서술,,,,프랑스 및 유럽,,,,교사에 대한 성폭행 사건,,,,,,,,가해자에 대한 형량 증가 중심의 엄벌주의 논의,,,,,,,,,,,,,,,,가해자 추적을 위한 전자발찌 부착,,,,치안 강화 및 범죄 예방 대책 소개,,,,기업 오너들의 성범죄,,,,,,,,,,,,인도와 호주,,,,피해자 및 가해자의 사망 및 자살에 대한 노골적 묘사,,,,아동청소년법,,,,공천자 자격 심사 관련,,,,공공장소에서 일어난 범인 추격과 성범죄,,,,연예인 지망생과 기획사,,,,인터뷰나 수필 형태의 피해자의 진술이나 고통 호소,,,,미투 운동 일반,,,,독일 등지의 유럽 난민,,,,"낙태, 임신 관련 논의들",,,,"자기결정권이 미발달한 미성년, 장애 여성",,,,단순한 영화 내용 소개만 포함,,,,,,,,,,,,상담소 및 보호센터,,,,,,,,,,,,위안부 및 한일관계,,,,미국 대선,,,,영국 왕실 및 영국정치,,,,박희태 및 포천시장,,,,동사 표현들의 집합,,,
1 Prob,1 FREX,1 LIFT,1 Score,2 Prob,2 FREX,2 LIFT,2 Score,3 Prob,3 FREX,3 LIFT,3 Score,4 Prob,4 FREX,4 LIFT,4 Score,5 Prob,5 FREX,5 LIFT,5 Score,6 Prob,6 FREX,6 LIFT,6 Score,7 Prob,7 FREX,7 LIFT,7 Score,8 Prob,8 FREX,8 LIFT,8 Score,9 Prob,9 FREX,9 LIFT,9 Score,10 Prob,10 FREX,10 LIFT,10 Score,11 Prob,11 FREX,11 LIFT,11 Score,12 Prob,12 FREX,12 LIFT,12 Score,13 Prob,13 FREX,13 LIFT,13 Score,14 Prob,14 FREX,14 LIFT,14 Score,15 Prob,15 FREX,15 LIFT,15 Score,16 Prob,16 FREX,16 LIFT,16 Score,17 Prob,17 FREX,17 LIFT,17 Score,18 Prob,18 FREX,18 LIFT,18 Score,19 Prob,19 FREX,19 LIFT,19 Score,20 Prob,20 FREX,20 LIFT,20 Score,21 Prob,21 FREX,21 LIFT,21 Score,22 Prob,22 FREX,22 LIFT,22 Score,23 Prob,23 FREX,23 LIFT,23 Score,24 Prob,24 FREX,24 LIFT,24 Score,25 Prob,25 FREX,25 LIFT,25 Score,26 Prob,26 FREX,26 LIFT,26 Score,27 Prob,27 FREX,27 LIFT,27 Score,28 Prob,28 FREX,28 LIFT,28 Score,29 Prob,29 FREX,29 LIFT,29 Score,30 Prob,30 FREX,30 LIFT,30 Score,31 Prob,31 FREX,31 LIFT,31 Score,32 Prob,32 FREX,32 LIFT,32 Score,33 Prob,33 FREX,33 LIFT,33 Score,34 Prob,34 FREX,34 LIFT,34 Score,35 Prob,35 FREX,35 LIFT,35 Score,36 Prob,36 FREX,36 LIFT,36 Score,37 Prob,37 FREX,37 LIFT,37 Score,38 Prob,38 FREX,38 LIFT,38 Score,39 Prob,39 FREX,39 LIFT,39 Score,40 Prob,40 FREX,40 LIFT,40 Score,41 Prob,41 FREX,41 LIFT,41 Score,42 Prob,42 FREX,42 LIFT,42 Score,43 Prob,43 FREX,43 LIFT,43 Score,44 Prob,44 FREX,44 LIFT,44 Score,45 Prob,45 FREX,45 LIFT,45 Score,46 Prob,46 FREX,46 LIFT,46 Score,47 Prob,47 FREX,47 LIFT,47 Score,48 Prob,48 FREX,48 LIFT,48 Score,49 Prob,49 FREX,49 LIFT,49 Score,50 Prob,50 FREX,50 LIFT,50 Score,51 Prob,51 FREX,51 LIFT,51 Score,52 Prob,52 FREX,52 LIFT,52 Score,53 Prob,53 FREX,53 LIFT,53 Score,54 Prob,54 FREX,54 LIFT,54 Score,55 Prob,55 FREX,55 LIFT,55 Score,56 Prob,56 FREX,56 LIFT,56 Score,57 Prob,57 FREX,57 LIFT,57 Score,58 Prob,58 FREX,58 LIFT,58 Score,59 Prob,59 FREX,59 LIFT,59 Score,60 Prob,60 FREX,60 LIFT,60 Score,61 Prob,61 FREX,61 LIFT,61 Score,62 Prob,62 FREX,62 LIFT,62 Score,63 Prob,63 FREX,63 LIFT,63 Score,64 Prob,64 FREX,64 LIFT,64 Score,65 Prob,65 FREX,65 LIFT,65 Score,66 Prob,66 FREX,66 LIFT,66 Score,67 Prob,67 FREX,67 LIFT,67 Score,68 Prob,68 FREX,68 LIFT,68 Score,69 Prob,69 FREX,69 LIFT,69 Score,70 Prob,70 FREX,70 LIFT,70 Score,71 Prob,71 FREX,71 LIFT,71 Score,72 Prob,72 FREX,72 LIFT,72 Score,73 Prob,73 FREX,73 LIFT,73 Score,74 Prob,74 FREX,74 LIFT,74 Score,75 Prob,75 FREX,75 LIFT,75 Score,76 Prob,76 FREX,76 LIFT,76 Score,77 Prob,77 FREX,77 LIFT,77 Score,78 Prob,78 FREX,78 LIFT,78 Score,79 Prob,79 FREX,79 LIFT,79 Score,80 Prob,80 FREX,80 LIFT,80 Score,81 Prob,81 FREX,81 LIFT,81 Score,82 Prob,82 FREX,82 LIFT,82 Score,83 Prob,83 FREX,83 LIFT,83 Score,84 Prob,84 FREX,84 LIFT,84 Score,85 Prob,85 FREX,85 LIFT,85 Score,86 Prob,86 FREX,86 LIFT,86 Score,87 Prob,87 FREX,87 LIFT,87 Score,88 Prob,88 FREX,88 LIFT,88 Score,89 Prob,89 FREX,89 LIFT,89 Score,90 Prob,90 FREX,90 LIFT,90 Score,91 Prob,91 FREX,91 LIFT,91 Score,92 Prob,92 FREX,92 LIFT,92 Score,93 Prob,93 FREX,93 LIFT,93 Score,94 Prob,94 FREX,94 LIFT,94 Score,95 Prob,95 FREX,95 LIFT,95 Score
0.0101901196037252,#N/A,#N/A,#N/A,0.00918889809471082,#N/A,#N/A,#N/A,0.00335121815398839,#N/A,#N/A,#N/A,0.00576277034150057,#N/A,#N/A,#N/A,0.00658634043339856,#N/A,#N/A,#N/A,0.006634028975596,#N/A,#N/A,#N/A,0.0102438196037578,#N/A,#N/A,#N/A,0.00600598107981963,#N/A,#N/A,#N/A,0.005277073152894,#N/A,#N/A,#N/A,0.0136450365074761,#N/A,#N/A,#N/A,0.0134997768830538,#N/A,#N/A,#N/A,0.00517484021087859,#N/A,#N/A,#N/A,0.00575211920741156,#N/A,#N/A,#N/A,0.0335704620748269,#N/A,#N/A,#N/A,0.0169321357991697,#N/A,#N/A,#N/A,0.0120198588152729,#N/A,#N/A,#N/A,0.0172350357521091,#N/A,#N/A,#N/A,0.0100243871212612,#N/A,#N/A,#N/A,0.0138533909758395,#N/A,#N/A,#N/A,0.00875801094640189,#N/A,#N/A,#N/A,0.0131178209695989,#N/A,#N/A,#N/A,0.00901098799521438,#N/A,#N/A,#N/A,0.0204524499468169,#N/A,#N/A,#N/A,0.0104649296510697,#N/A,#N/A,#N/A,0.00607264945758474,#N/A,#N/A,#N/A,0.0063350831614982,#N/A,#N/A,#N/A,0.0121100570894991,#N/A,#N/A,#N/A,0.0110821686069854,#N/A,#N/A,#N/A,0.00926607842919514,#N/A,#N/A,#N/A,0.0109177086091002,#N/A,#N/A,#N/A,0.00571948267064011,#N/A,#N/A,#N/A,0.0153255554406283,#N/A,#N/A,#N/A,0.00550954624453309,#N/A,#N/A,#N/A,0.00595484660194631,#N/A,#N/A,#N/A,0.00822651943097157,#N/A,#N/A,#N/A,0.0166777194346298,#N/A,#N/A,#N/A,0.0185310608733266,#N/A,#N/A,#N/A,0.00548607111108341,#N/A,#N/A,#N/A,0.00682224723602583,#N/A,#N/A,#N/A,0.00595290456433413,#N/A,#N/A,#N/A,0.0116411867733367,#N/A,#N/A,#N/A,0.0129984048151921,#N/A,#N/A,#N/A,0.0341435590508905,#N/A,#N/A,#N/A,0.00295855648854721,#N/A,#N/A,#N/A,0.0168853241150752,#N/A,#N/A,#N/A,0.0106640500182927,#N/A,#N/A,#N/A,0.0175627009469079,#N/A,#N/A,#N/A,0.00704626398387687,#N/A,#N/A,#N/A,0.011326954855101,#N/A,#N/A,#N/A,0.0102702909761799,#N/A,#N/A,#N/A,0.0125082696377735,#N/A,#N/A,#N/A,0.00681980630888116,#N/A,#N/A,#N/A,0.00518949745586859,#N/A,#N/A,#N/A,0.00635276975614011,#N/A,#N/A,#N/A,0.0105672616374371,#N/A,#N/A,#N/A,0.00810096557990924,#N/A,#N/A,#N/A,0.0115433979368183,#N/A,#N/A,#N/A,0.00990128395287151,#N/A,#N/A,#N/A,0.0103973924273533,#N/A,#N/A,#N/A,0.019132068216057,#N/A,#N/A,#N/A,0.0167415252499475,#N/A,#N/A,#N/A,0.00509018755110168,#N/A,#N/A,#N/A,0.0138030718863106,#N/A,#N/A,#N/A,0.0186116084902541,#N/A,#N/A,#N/A,0.0138113610184071,#N/A,#N/A,#N/A,0.00660263840586806,#N/A,#N/A,#N/A,0.00886441404649291,#N/A,#N/A,#N/A,0.00640225391627557,#N/A,#N/A,#N/A,0.0103793676633885,#N/A,#N/A,#N/A,0.0125551540731198,#N/A,#N/A,#N/A,0.00491141424994765,#N/A,#N/A,#N/A,0.00938615649031743,#N/A,#N/A,#N/A,0.0103892999514912,#N/A,#N/A,#N/A,0.00631666852547375,#N/A,#N/A,#N/A,0.00922306456599794,#N/A,#N/A,#N/A,0.0109432860863634,#N/A,#N/A,#N/A,0.0118973193726987,#N/A,#N/A,#N/A,0.0136142310412524,#N/A,#N/A,#N/A,0.00667175149353147,#N/A,#N/A,#N/A,0.0203559557037931,#N/A,#N/A,#N/A,0.00658419372426453,#N/A,#N/A,#N/A,0.00480890279739852,#N/A,#N/A,#N/A,0.00393619798101995,#N/A,#N/A,#N/A,0.0138672269540666,#N/A,#N/A,#N/A,0.00722590635410722,#N/A,#N/A,#N/A,0.00662051192648722,#N/A,#N/A,#N/A,0.0265048229961727,#N/A,#N/A,#N/A,0.0215477284038902,#N/A,#N/A,#N/A,0.00422465172863769,#N/A,#N/A,#N/A,0.00983030520687332,#N/A,#N/A,#N/A,0.00618973610927555,#N/A,#N/A,#N/A,0.0078171371330459,#N/A,#N/A,#N/A,0.00536902381641551,#N/A,#N/A,#N/A,0.00496274178335612,#N/A,#N/A,#N/A,0.0011889871126719,#N/A,#N/A,#N/A
글,댓글,전안,글,지원,보육,장애인인권,장애인,마약,강정호,조상우,강정호,중국,오키나와,아소,미군,치료,거세,불소급,화학적,유엔,미얀마,다르푸르,난민,단체,집회,솔로대첩,단체,교회,교회,교구민,교황,어산지,어산지,에콰도르,어산지,검찰,송치,송치,검찰,정부,부처,금산분리,정부,지사,안희정,도지사실,지사,연극,이윤택,연출가,연극,김씨,김씨,내연,김씨,보다,그런,여쭈다,그런,군,육군,대대장,육군,주장,반박,렉싱턴,의혹,술,술,인천국제공항경찰대,술,성희롱,인권위,피진,성희롱,정신,뇌,반사회성,연구,촬영,몰카,토렌트,촬영,기업,대출,고금리,기업,조사,고소,맞고소,진술,검사,조사단,주칠레,조사단,한국,우버,우버,우버,검사,증인,영상녹화물,검사,사건,채취,구마고속도로,범인,살해,살해,군자천,살해,공개,신상,청보,신상,딸,딸,파양,딸,병원,간호사,레지던트,병원,징계,공무원,소청,징계,팀,레이커스,챔피언스리그,선수,방송,방영,리얼스토리,방송,여자,섹스,맥심,발언,성추행,만지다,만지다,성추행,의원,의원,국회법,의원,노조,민주노총,민노총,민주노총,전화,전화,감정노동자,전화,이라크,이라크,무샤라프,이라크,여성,여성,여성,여성,교사,교육청,공립고등학교,교사,선고,선고,비난가능성,선고,김씨,서울특별시,김영관,서울특별시,판결,대법원,우두동,판결,대통령,윤창중,경호처,청와대,경찰,경찰관,여경,경찰,택시,택시,자동차운전면허,택시,사회,차별,성역할,사회,조사,임금,근로기준법,임금,김양,김양,주례동,김양,북한,북한,김여정,북한,책,출판사,만인보,작가,위원,위원,한림원,위원,교육,체험,인형극,교육,오늘,기온,포켓몬,해수욕장,학교,학년,일진회,학생,미국,잭슨,네버랜드,미국,교수,대학원생,강석진,교수,법,개정안,개정안,개정안,범행,침입,아차산,범행,프랑스,스트로스칸,농은,스트로스칸,성폭행,성폭행,목포경찰서,성폭행,범죄,증가,사회지표,증가,범죄,형량,작량감경,양형,경기도,인천시,계양구,경기도,구속,영장,준비기,영장,대표,서울시향,서울시립교향악단,서울시향,전자발찌,전자발찌,환은,전자발찌,안전,치안,셉테드,안전,회장,회장,김승연,회장,사랑,사랑,그리샴,소설,아이,아이,고종석,아이,인도,뉴델리,달리트,인도,발견,부검,구좌읍,숨지다,아동,아동,아청법,아동,후보,공천,관권,후보,화장실,화장실,선용이,지하철,연예인,기획사,자승,연예인,사람,눈물,내쉬다,사람,미투,미투,남궁연,미투,독일,총기,기독민주당,난민,낙태,낙태,인공임신중절,낙태,성관계,성관계,의제강간,성관계,영화,개봉,심은경,영화,학생,대자보,대자보,학생,혐의,입건,송파경찰서,혐의,성폭력,성폭력,해바라기,성폭력,취재,영상편집,멀티앵글,취재,정치,논리,진화론,정치,일본,위안부,수요시위,위안부,트럼프,공화당,미스유니버스,트럼프,영국,데일리,가니어,영국,시장,캐디,서명부,여직원,받다,알리다,알리다,알리다
올리다,청원,악성댓글,댓글,시설,시설,지원액,시설,강정호,피츠버그,피츠버그,마약,일본,주한미군,주일미군,중국,약물,화학적,화학적,거세,난민,로힝야족,로힝야,로힝야족,열리다,단체,여의도공원,집회,교황,교황,교회,교회,스웨덴,위키리크스,페이팔,위키리크스,혐의,검찰,불기소,혐의,국민,과제,대통령과의,정책,안희정,충남지사,성협,안희정,배우,연출가,국립극단,이윤택,늘다,늘다,김씨,늘다,생각,그렇다,아까,그렇다,육군,여군,부전선,여군,보도,해명,뉴욕뉴욕,정봉주,마시다,승무원,바비킴,마시다,직원,상사,르노삼성자동차,인권위,연구,표창원,혈류,교수,사진,촬영,몰카,몰카,업체,가맹점,수익률,업체,경찰,고소인,건설업자,경찰,조사,검사장,코이카,검사,외국인,외국인,사증,외국인,부장,대검,순례단,부장,가해자,유전자,유전자감식센터,채취,범행,김길태,서홍동,시신,정보,정보,알림,정보,아버지,아내,서세원,남편,의사,입원,회진,환자,받다,비위,공무원법,해임,선수,타이스,결정전,레이커스,프로그램,시청률,시청률,드라마,남자,단어,미러링,남자,만지다,접촉,허벅지,만지다,국회,최연희,우윤근,한나라당,위원장,전교조,영진약품,노조,상담,민원,다산콜센터,상담,이슬람,사우디,카르자이,이슬람,남성,남성,남성,남성,학교,교장,광산구청,교육청,혐의,재판부,변성환,재판부,과장,경무과,김진복,서장,법원,무죄,합의체,대법원,청와대,청와대,이남기,대변인,수사,여경,경찰복,수사,차량,운전자,합승,차량,문제,약자,성소수자,차별,고용,응답,체불,노동자,김군,김군,사상경찰서,김군,인권,탈북자,북한인권,유엔,작가,웹툰,민족문학작가회의,책,인사,이사장,감정원,후보자,예방,성교육,선착순,성교육,사고,해수욕장,민홍규,피서객,학생,체벌,자습,학교,받다,카운티,미시간주,잭슨,대학,교수,공립대,서울대,제도,법안,법안,법안,집,빼앗다,파장동,흉기,총재,총재,미테랑,총재,피해자,전남,신안군,범행,나타나다,건수,증가세,건수,처벌,가중,확김양형,형량,아파트,성남시,관교동,인천,영장,이영,라미레스,사형,감독,박현정,박현정,선수,부착,부착,송신기,부착,지역,지킴이,보안과,치안,비리,사면,신동빈,비리,이야기,로맨스,단편집,사랑,어린이,어린이,변조,어린이,사건,타이완,뭄바이,뉴델리,숨지다,숨지다,사패산,발견,성범죄,청소년,취업제한,청소년,선거,홍준표,국민참여당,공천,경찰,지하철,등산화,화장실,가수,고영욱,jyp,가수,보다,웃다,투정,먹다,운동,와인스타인,알리사,폭로,난민,쾰른,뒤셀도르프,독일,임신,임신,중절,임신,차례,지적장애,지적장애,지적장애,감독,영화제,전주국제영화제,감독,여학생,신입생,오리엔테이션,여학생,경찰,뜯어내다,혜화경찰서,경찰,피해자,피해자,신진희,피해자,금지,카카오스토리,문산,뒷이야기,사회,오늘날,진화심리학,권력,위안부,일본군,자료관,일본군,대통령,트럼프,중간선거,공화당,세계,지미,글리터,런던,여직원,골프장,서장원,시장,알리다,최근,최근,최근
인터넷,네티즌,댓글,인터넷,장애인,장애인,자림,지원,선수,메이저리그,강정호,넥센,미군,재무성,주한미군,일본,거세,치료감호,거세,재범,테,내전,슬로보단,유엔,서울,주최,청계광장,시위,목사,추기경,삼일교회,가톨릭,미국,에콰도르,간첩죄,스웨덴,수사,허위,서울지방검찰청,기소,정책,민생,레일,대통령,성폭행,지사,안희정,충남지사,이윤택,조민기,백중놀이,연출가,오다,오다,늘다,자신,그렇다,이렇다,계세,말씀,부대,상병,여군,부대,의혹,정봉주,프레시안,사과,취하다,만취,승무원,취하다,회사,성희롱,인권위,여직원,사람,스트레스,측두엽,표창원,동영상,음란,피팅모델,동영상,회사,매출,우대금리,가맹점,진술,접대,김학의,고소,성추행,규명,공관장,검찰,국내,비자,에어비앤비,한국,수사,변협,광주고검,검찰,범인,범인,정현조,검거,살인,사체,성포동,범행,신상,열람,주민등록법,성범죄자,남편,이혼,시아버지,아버지,치료,진료,수술실,치료,공무원,징계,공무원의,공무원,경기,우승,샤킬,시즌,드라마,시청자,연예가중계,프로그램,발언,표현,남성연대,여자,추행,허벅지,쓰다듬다,추행,한나라당,원내대표,최연희,국회,민주노총,민노총,중집,전교조,사,문자,감정노동,고객,납치,탈레반,카불,지디,피해,데이트,데이트,데이트,교육청,인화학교,부산시교육청,교장,기소,피고인,울산지방법원,징역,서울특별시,대학장,김형섭,경무과,재판,판결,국민참여재판,무죄,대변인,대변인,한국대사관,대통령,신고,경사,채수창,경찰관,타다,차량,건천읍,운전,문화,평등,성적소수자,평등,경험,응답자,사람인,응답자,부산,여중생,영도경찰서,여중생,미국,대북,요덕,대북,시인,만화,서울도서관,작품,장관,후보자,서종대,장관,활동,봉사,구성애,예방,배,선원,해파리,기온,여학생,학교폭력,중딩,학교폭력,잭슨,마이클,랜싱,마이클,서울대,서울대,용추계곡,대학,개정,개정,입법,개정,흉기,흉기,건조대,침입,스트로스칸,국제통화기금,사르코지,프랑스,범행,미수,합동범,전남,지난해,비율,증가,범죄,기준,형법,책임주의,범죄,경기,아파트,구리경찰서,아파트,사형,공판,어금니,구속영장,선수,정명훈,상비군,감독,위치,보호관찰,전자장,보호관찰,설치,안전,관제소,설치,사장,동부그룹,한진그룹,삼성,삶,서사,알레고리,작품,부모,변조,영이,부모,현지,인도,비하르,호주,경찰,발견,상동읍,부검,청소년,성범죄,국가청소년위원회,성범죄,대표,안철수,사전투표,선거,지하철,수갑,잠실역,달아나다,노래,연예인,미쓰에이,고영욱,좋다,밥,멋쩍다,생각,폭로,용기,펠트로,와인스타인,시위,시위대,사제총,총기,출산,출산,간통죄,출산,위반,걸치다,정신지체장애,미성년자,배우,영화,황금종려상,관객,대학,학생회,학우,대자보,받다,불구속,용산경찰서,구속영장,피해,대책,여가부,피해,현장,취재,머그,파일,사람,논설위원,논제,역사,문제,소녀상,',일본,미국,힐러리,공화당원,클린턴,레,영국,새빌,할리우드,의장,포천,캐디,의장,최근,드러나다,드러나다,드러나다
사진,누리꾼,초성,네티즌,성매매,복지,국민임대주택,복지,먹이다,넥센,데이팅,선수,사건,후쿠다,후텐마,오키나와,재범,위헌,치료감호,약물,정부,평화유지군,시에라리온,미얀마,시민,시민단체,피켓,시민,성추행,교황청,성직,목사,체포,스웨덴,어산지,에콰도르,기소,불기소,약식,수사,대통령,정책,경제민주화,국민,비서,김지은,충남도청,김지은,극단,연극,윌엔터테인먼트,조민기,자신,내연,앙심,내연,그런,얘기,임제,생각,국방부,부대,해군본부,군,밝히다,언론사,정봉주,언론,상태,마시다,여승무원,승무원,직장,진정,굴욕감,회식,심리,심리학,소시오패스,뇌,찍다,카메라,몰래카메라,음란물,투자,소비자,미스터피자,보험,고소,진술,고소인,조사,검찰,서지,검찰국,진상,우버,원어민,원어민,한국인,검찰,조서,진술조서,증인,수사,지문,미제사건,가해자,시신,강호순,이혜김양,김길태,성범죄자,주소,성범죄자알림,공개,가족,남편,친어머니,아내,환자,병원,간호사,진료,처분,중징계,경징계,교원,대회,챔피언,승점,타이스,출연,방송,오라,시청자,표현,패러디,팟빵,섹스,신체,추행,입맞춤,신체,민주당,강용석,윤리특별위원회,민주당,전교조,노조,금속노조,조합원,보내다,욕설,전화,민원,소녀,아프간,칼리프,파키스탄,당하다,전용,클레어,피해,교장,서울시교육청,인천교육청,여교사,징역,징역,반김양형,기소,팀장,빌딩,김홍근,대학장,대법원,국민참여재판,김용담,판사,김씨,방미,윤창중,윤창중,경찰관,경찰청,지방청장,경찰청,대구,운전,뛰기,승객,인권,인식,차별금지법,문화,노동자,근로,주휴수당,응답,여중생,가출,친김양,가출,유엔,남북,국가안전보위부,대통령,읽다,책,출판사,시인,후보자,임명,한국기원,총장,프로그램,우수,공모전,프로그램,서울,어선,장마전선,해경,초등학교,교권,교생실습,학년,보도,캘리포니아주,랜치,카운티,학생,연구실,성낙인,학생,내용,방안,시행령,국회,저지르다,훔치다,가경동,빼앗다,비,사르코지,코스비,도미니크,전남,섬,광양경찰서,마을,많다,늘어나다,건수,비율,경우,양형,형의,징역,인천,경기도,만수동,경기,청구,사형,이영,공판,직원,시향,신미성,코치,추적,착용,전자발찌,재범,범죄,방범,스마트워치,방범,그룹,비자금,삼성그룹,사면,속,풀어내다,표제작,삶,사건,음성,여자아이,변조,호주,호주,첸나이,현지,자살,유서,오창읍,시신,대상,성인,성보,성범죄자,대선,야권,선대위,대선,오후,전동차,서울지방철도특별사법경찰대,도주,팬,가수,블락비,소속사,살다,그때,휘감다,친구,성폭력,해시,드뇌브,운동,유럽,메르켈,쾰른,흑인,허용,간통죄,낙태법,아기,자신,위반,유사성,위반,작품,주연,개봉일,배우,학교,졸업생,환영회,남학생,서울,신청,포항북부경찰서,입건,가해자,피해,한국여성인권진흥원,가해자,영상,뒷이야기,카카오스토리,뉴미디어,인간,이념,신자유주의,세계,할머니,담화,관헌,할머니,후보,클린턴,롬니,후보,보도,메이,엔트,빌,성추행,의장,산정호수,골프장,드러나다,일부,일부,받다
